Scaffold ID,Scaffold Original ID,Scaffold Name,IMG Genome ID (IMG Taxon ID),Genome Name / Sample Name,Scaffold Topology,NCBI Molecular Type,Scaffold Gene Count,Scaffold Nucleotide Length (bp),Scaffold GC Content,Scaffold Read Depth,NCBI Domain,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,NCBI Lineage,NCBI Lineage Percentage,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,GTDB Lineage,GTDB Lineage Percentage,In MetaBAT Bins,MetaBAT Bins,In EukCC Bins,EukCC Bins,Topology,vOTU,Viral Lineage,Quality,Completeness,High Confidence,Predicted Host Lineage,UViG ID,UViG Count,Topology,pOTU,MPF,Source,geNomad Score,Predicted Host Lineage,Plasmid ID,Plasmid Count,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,Habitat,Host Name
2681856944,,Methanosarcina mazei 3.H.A.1A.1 : Ga0106554_1250,2681813128,Methanosarcina mazei 3.H.A.1A.1,linear,genomic DNA,19,20456,44.55,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681857139,,Methanosarcina mazei 3.H.A.2.6 : Ga0106559_1108,2681813129,Methanosarcina mazei 3.H.A.2.6,linear,genomic DNA,78,83871,42.6,1,Archaea,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Methanobacteriota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681857209,,Methanosarcina mazei 3.H.M.2.7 : Ga0109770_1018,2681813130,Methanosarcina mazei 3.H.M.2.7,linear,genomic DNA,44,53939,43.55,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681857384,,Methanosarcina mazei 3.H.T.1A.1 : Ga0109771_1006,2681813131,Methanosarcina mazei 3.H.T.1A.1,linear,genomic DNA,74,79638,42.99,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681891815,,Methanosarcina sp. 795 OTU795 : Ga0125174_11,2681813367,Methanosarcina sp. 795 OTU795,circular,genomic DNA,2776,3122414,41.31,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 795,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina sp. 795,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina thermophila,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina thermophila,,,,,,Provirus,vOTU_01014451,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ; ,Medium,52.64,YES,d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__Methanosarcina thermophila,IMGVR_UViG_2681813367_000001,1,,,,,,,,,,,,,,,
2681896672,,Methanoculleus sp. MAB1 : Ga0125073_11,2681813425,Methanoculleus sp. MAB1,circular,genomic DNA,3059,2859299,60.26,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus sp. MAB1,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus; Methanoculleus sp. MAB1,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus bourgensis,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanoculleaceae; Methanoculleus; Methanoculleus bourgensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684622874,,Methanosarcina barkeri JCM 10043 : Ga0128387_1013,2684622504,Methanosarcina barkeri JCM 10043,linear,genomic DNA,78,61628,40.34,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina barkeri,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina barkeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684623116,,Methanobrevibacter arboriphilus JCM 13429 : Ga0128401_1038,2684622505,Methanobrevibacter arboriphilus JCM 13429,linear,genomic DNA,20,12767,33.41,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter arboriphilus,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_C; Methanobrevibacter_C arboriphilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684631981,,Methanoculleus thermophilus CR-1 : Ga0126474_107,2684622606,Methanoculleus thermophilus CR-1,linear,genomic DNA,359,348563,59.12,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus thermophilus,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus; Methanoculleus thermophilus,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus thermophilus,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanoculleaceae; Methanoculleus; Methanoculleus thermophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684631996,,Methanofollis ethanolicus JCM 15103 : Ga0126473_11,2684622607,Methanofollis ethanolicus JCM 15103,linear,genomic DNA,2704,2705588,60.34,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis ethanolicus,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanofollis; Methanofollis ethanolicus,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanofollaceae,Methanofollis,Methanofollis ethanolicus,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanofollaceae; Methanofollis; Methanofollis ethanolicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684637944,,Methanobacterium formicicum Mb91 : Ga0125095_11,2684622658,Methanobacterium formicicum Mb91,circular,genomic DNA,2469,2494510,41.14,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium formicicum,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium formicicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684640845,,Methanobrevibacter filiformis DSM11501 : Ga0126273_1244,2684622740,Methanobrevibacter filiformis DSM11501,linear,genomic DNA,41,47744,28.64,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter filiformis,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter filiformis,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_D,Methanobrevibacter_D filiformis,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_D; Methanobrevibacter_D filiformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684640921,,Methanobrevibacter oralis DSM7256 : Ga0126274_1061,2684622741,Methanobrevibacter oralis DSM7256,linear,genomic DNA,16,19988,29.11,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter oralis,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter oralis,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A oralis,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684640974,,Methanobrevibacter oralis DSM7256 : Ga0126274_1114,2684622741,Methanobrevibacter oralis DSM7256,linear,genomic DNA,80,78785,28.76,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter oralis,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter oralis,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A oralis,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684641087,,Methanobrevibacter curvatus DSM11111 : Ga0126275_1094,2684622742,Methanobrevibacter curvatus DSM11111,linear,genomic DNA,27,31555,28.77,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter curvatus,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter curvatus,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_D,Methanobrevibacter_D curvatus,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_D; Methanobrevibacter_D curvatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684641214,,Methanobrevibacter cuticularis DSM11139 : Ga0126276_1054,2684622743,Methanobrevibacter cuticularis DSM11139,linear,genomic DNA,50,64447,28.73,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter cuticularis,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter cuticularis,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C cuticularis,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_C; Methanobrevibacter_C cuticularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687454052,,Methanoculleus bourgensis MBBA : Ga0133540_11,2687453429,Methanoculleus bourgensis MBBA,circular,genomic DNA,2575,2551189,60.89,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus bourgensis,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus; Methanoculleus bourgensis,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus bourgensis,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanoculleaceae; Methanoculleus; Methanoculleus bourgensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690318143,,Methanosarcina mazei 3.H.T.1A.2 : Ga0109772_1170,2690315680,Methanosarcina mazei 3.H.T.1A.2,linear,genomic DNA,42,50855,43.92,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695514273,,Candidatus Bathyarchaeota archaeon BA1 Ga0136912 : Ga0136912_118,2695421019,Candidatus Bathyarchaeota archaeon BA1,linear,genomic DNA,12,9346,51.41,1,Archaea,Candidatus Bathyarchaeota,unclassified,unclassified,unclassified,unclassified,Candidatus Bathyarchaeota archaeon BA1,Archaea; Candidatus Bathyarchaeota; unclassified; unclassified; unclassified; unclassified; Candidatus Bathyarchaeota archaeon BA1,,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BA1,BA1 sp001399805,Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; BA1; BA1 sp001399805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695514400,,Candidatus Bathyarchaeota archaeon BA2 Ga0136913 : Ga0136913_156,2695421020,Candidatus Bathyarchaeota archaeon BA2,linear,genomic DNA,168,154546,43.75,1,Archaea,Candidatus Bathyarchaeota,unclassified,unclassified,unclassified,unclassified,Candidatus Bathyarchaeota archaeon BA2,Archaea; Candidatus Bathyarchaeota; unclassified; unclassified; unclassified; unclassified; Candidatus Bathyarchaeota archaeon BA2,,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BA2,BA2 sp001399795,Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; BA2; BA2 sp001399795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698586978,,Methanomicrococcus blatticola PA : contig000001,2698536704,Methanimicrococcus blatticola PA,linear,genomic DNA,472,503985,42.11,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanimicrococcus,Methanimicrococcus blatticola,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanimicrococcus; Methanimicrococcus blatticola,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanimicrococcus,Methanimicrococcus blatticola,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanimicrococcus; Methanimicrococcus blatticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700997874,,Unclassified archaeon V4 Ga0138511 : Ga0138511_173,2700988731,Candidatus Methanosuratincola petrocarbonis V4,linear,genomic DNA,16,14058,55.41,1,Archaea,Candidatus Methanomethylicota,Candidatus Methanomethylicia,Candidatus Methanomethylicales,Candidatus Methanomethylicaceae,Candidatus Methanosuratincola,Candidatus Methanosuratincola petrocarbonis,Archaea; Candidatus Methanomethylicota; Candidatus Methanomethylicia; Candidatus Methanomethylicales; Candidatus Methanomethylicaceae; Candidatus Methanosuratincola; Candidatus Methanosuratincola petrocarbonis,,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,Methanosuratincola,Methanosuratincola petrocarbonis,Archaea; Thermoproteota; Methanomethylicia; Methanomethylicales; Methanomethylicaceae; Methanosuratincola; Methanosuratincola petrocarbonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700997953,,Unclassified archaeon V3 Ga0138509 : Ga0138509_168,2700988733,Candidatus Methanomethylicus oleisabuli V3,linear,genomic DNA,71,67467,51.36,1,Archaea,Candidatus Methanomethylicota,Candidatus Methanomethylicia,Candidatus Methanomethylicales,Candidatus Methanomethylicaceae,Candidatus Methanomethylicus,Candidatus Methanomethylicus oleisabuli,Archaea; Candidatus Methanomethylicota; Candidatus Methanomethylicia; Candidatus Methanomethylicales; Candidatus Methanomethylicaceae; Candidatus Methanomethylicus; Candidatus Methanomethylicus oleisabuli,,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,Methanomethylicus,Methanomethylicus oleisabuli,Archaea; Thermoproteota; Methanomethylicia; Methanomethylicales; Methanomethylicaceae; Methanomethylicus; Methanomethylicus oleisabuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700998261,,Unclassified archaeon V1 Ga0138500 : Ga0138500_130,2700988735,Candidatus Methanomethylicus mesodigestus V1,linear,genomic DNA,119,114195,54.19,1,Archaea,Candidatus Methanomethylicota,Candidatus Methanomethylicia,Candidatus Methanomethylicales,Candidatus Methanomethylicaceae,Candidatus Methanomethylicus,Candidatus Methanomethylicus mesodigestus,Archaea; Candidatus Methanomethylicota; Candidatus Methanomethylicia; Candidatus Methanomethylicales; Candidatus Methanomethylicaceae; Candidatus Methanomethylicus; Candidatus Methanomethylicus mesodigestus,,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,Methanomethylicus,Methanomethylicus mesodigestus,Archaea; Thermoproteota; Methanomethylicia; Methanomethylicales; Methanomethylicaceae; Methanomethylicus; Methanomethylicus mesodigestus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700998326,,Unclassified archaeon V2 Ga0138507 : Ga0138507_108,2700988736,Candidatus Methanomethylicus mesodigestus V2,linear,genomic DNA,230,218786,55.75,1,Archaea,Candidatus Methanomethylicota,Candidatus Methanomethylicia,Candidatus Methanomethylicales,Candidatus Methanomethylicaceae,Candidatus Methanomethylicus,Candidatus Methanomethylicus mesodigestus,Archaea; Candidatus Methanomethylicota; Candidatus Methanomethylicia; Candidatus Methanomethylicales; Candidatus Methanomethylicaceae; Candidatus Methanomethylicus; Candidatus Methanomethylicus mesodigestus,,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,Methanomethylicus,Methanomethylicus mesodigestus,Archaea; Thermoproteota; Methanomethylicia; Methanomethylicales; Methanomethylicaceae; Methanomethylicus; Methanomethylicus mesodigestus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703757077,,Methanohalophilus euhalobius WG-1MB : Ga0139041_104,2703719067,Methanohalophilus euhalobius WG-1MB,linear,genomic DNA,139,136243,42.69,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanohalophilus; Methanohalophilus euhalobius,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanohalophilus; Methanohalophilus euhalobius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703775172,,Methanohalophilus euhalobius DSMZ 10369 : Ga0139039_106,2703719298,Methanohalophilus euhalobius DSM 10369,linear,genomic DNA,171,171458,43.44,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanohalophilus; Methanohalophilus euhalobius,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanohalophilus; Methanohalophilus euhalobius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706848189,,Methanohalophilus portucalensis FDF-1 : Ga0139040_11,2706794887,Methanohalophilus portucalensis FDF-1,linear,genomic DNA,1055,1010046,42.09,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus portucalensis,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanohalophilus; Methanohalophilus portucalensis,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus portucalensis,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanohalophilus; Methanohalophilus portucalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721800450,,Unclassfied Crenarchaeota JZ bin_38 : Ga0180368_104,2721755438,Unclassfied Crenarchaeota JZ bin_38,linear,genomic DNA,187,148477,44.58,1,Archaea,Thermoproteota,unclassified,unclassified,unclassified,unclassified,unclassified,Archaea; Thermoproteota; unclassified; unclassified; unclassified; unclassified; unclassified,,Archaea,Thermoproteota,Methanomethylicia,Nezhaarchaeales,WYZ-LMO8,WYZ-LMO8,WYZ-LMO8 sp004347965,Archaea; Thermoproteota; Methanomethylicia; Nezhaarchaeales; WYZ-LMO8; WYZ-LMO8; WYZ-LMO8 sp004347965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724807240,,Methanosaeta sp. Bin 1 : Ga0182993_139,2724679722,Methanosaeta sp. Bin 1,linear,genomic DNA,26,26791,52.42,1,Archaea,Euryarchaeota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,unclassified,Archaea; Euryarchaeota; Methanomicrobia; Methanotrichales; Methanotrichaceae; Methanothrix; unclassified,,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix soehngenii,Archaea; Halobacteriota; Methanosarcinia; Methanotrichales; Methanotrichaceae; Methanothrix; Methanothrix soehngenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728430541,,Methanothermococcus sp. JdFR-03 : Ga0180911_1145,2728369294,Methanothermococcus sp. JdFR-03,linear,genomic DNA,19,15106,35.68,1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus sp. JdFR-03,Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanothermococcus; Methanothermococcus sp. JdFR-03,,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus thermolithotrophicus,Archaea; Methanobacteriota; Methanococci; Methanococcales; Methanococcaceae; Methanothermococcus; Methanothermococcus thermolithotrophicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728432646,,Archaeoglobi archaeon JdFR-42 : Ga0180887_115,2728369321,Archaeoglobi archaeon JdFR-42,linear,genomic DNA,28,25230,37.42,1,Archaea,Euryarchaeota,Archaeoglobi,unclassified,unclassified,unclassified,Archaeoglobi archaeon JdFR-42,Archaea; Euryarchaeota; Archaeoglobi; unclassified; unclassified; unclassified; Archaeoglobi archaeon JdFR-42,,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,JdFR-42,JdFR-42,JdFR-42 sp002010305,Archaea; Halobacteriota; Archaeoglobi; Archaeoglobales; JdFR-42; JdFR-42; JdFR-42 sp002010305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728432650,,Archaeoglobi archaeon JdFR-42 : Ga0180887_119,2728369321,Archaeoglobi archaeon JdFR-42,linear,genomic DNA,21,17077,38.7,1,Archaea,Euryarchaeota,Archaeoglobi,unclassified,unclassified,unclassified,Archaeoglobi archaeon JdFR-42,Archaea; Euryarchaeota; Archaeoglobi; unclassified; unclassified; unclassified; Archaeoglobi archaeon JdFR-42,,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,JdFR-42,JdFR-42,JdFR-42 sp002010305,Archaea; Halobacteriota; Archaeoglobi; Archaeoglobales; JdFR-42; JdFR-42; JdFR-42 sp002010305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728451325,,Methanobacterium congolense Buetzberg : Ga0175048_12,2728369539,Methanobacterium congolense Buetzberg,circular,Chromosome,2406,2451457,38.51,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium congolense,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium congolense,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C congolense,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium_C; Methanobacterium_C congolense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728451326,,Methanothermobacter wolfeii SIV6 : Ga0175544_11,2728369540,Methanothermobacter wolfeii SIV6,circular,genomic DNA,1839,1686891,48.89,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter wolfeii,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter; Methanothermobacter wolfeii,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter wolfei,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanothermobacteraceae; Methanothermobacter; Methanothermobacter wolfei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
