Name	Description
3300031485	assembled Ga0325302_10652491 methyl-coenzyme M reductase alpha subunit
3300031485	assembled Ga0325302_10674033 methyl-coenzyme M reductase alpha subunit
3300032192	assembled Ga0326297_100001162 methyl-coenzyme M reductase alpha subunit
3300032096	assembled Ga0326300_100017166 methyl-coenzyme M reductase alpha subunit
3300032098	assembled Ga0326302_1004021 methyl-coenzyme M reductase alpha subunit
3300032103	assembled Ga0326310_100011164 methyl-coenzyme M reductase alpha subunit
3300031985	assembled Ga0326318_100033214 methyl-coenzyme M reductase alpha subunit
3300032111	assembled Ga0326321_100004123 methyl-coenzyme M reductase alpha subunit
3300032111	assembled Ga0326321_100005160 methyl-coenzyme M reductase alpha subunit
3300032113	assembled Ga0326323_100012813 methyl-coenzyme M reductase alpha subunit
3300031919	assembled Ga0326327_100000965 methyl-coenzyme M reductase alpha subunit
3300031919	assembled Ga0326327_10000765 methyl-coenzyme M reductase alpha subunit
3300031919	assembled Ga0326327_100015012 methyl-coenzyme M reductase alpha subunit
3300031919	assembled Ga0326327_10007605 methyl-coenzyme M reductase alpha subunit
3300031919	assembled Ga0326327_10039241 methyl-coenzyme M reductase alpha subunit
3300031919	assembled Ga0326327_10048554 methyl-coenzyme M reductase alpha subunit
3300031920	assembled Ga0326328_100001022 methyl-coenzyme M reductase alpha subunit
3300031920	assembled Ga0326328_100023441 methyl-coenzyme M reductase alpha subunit
3300031920	assembled Ga0326328_100026274 methyl-coenzyme M reductase alpha subunit
3300031921	assembled Ga0326329_100000124 methyl-coenzyme M reductase alpha subunit
3300031921	assembled Ga0326329_10002755 methyl-coenzyme M reductase alpha subunit
3300031926	assembled Ga0326334_10012032 methyl-coenzyme M reductase alpha subunit
3300031987	assembled Ga0326338_10001422 methyl-coenzyme M reductase alpha subunit
3300032176	assembled Ga0326351_10006669 methyl-coenzyme M reductase alpha subunit
3300031936	assembled Ga0326354_10020644 methyl-coenzyme M reductase alpha subunit
3300032021	assembled Ga0326356_10048331 methyl-coenzyme M reductase alpha subunit
3300031990	assembled Ga0326358_100020512 methyl-coenzyme M reductase alpha subunit
3300032191	assembled Ga0326360_10013535 methyl-coenzyme M reductase alpha subunit
3300031867	assembled Ga0326511_100115235 methyl-coenzyme M reductase alpha subunit
3300031867	assembled Ga0326511_100988242 methyl-coenzyme M reductase alpha subunit
3300032038	assembled Ga0326512_102394751 methyl-coenzyme M reductase alpha subunit
3300031760	assembled Ga0326513_100405103 methyl-coenzyme M reductase alpha subunit
3300031853	assembled Ga0326514_100036831 methyl-coenzyme M reductase alpha subunit
3300031853	assembled Ga0326514_100112432 methyl-coenzyme M reductase alpha subunit
3300031853	assembled Ga0326514_101705961 methyl-coenzyme M reductase alpha subunit
3300034090	assembled Ga0326723_0000211_2_1405 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0000214_43983_45650 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0001958_19774_21459 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0021379_1674_3326 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0026158_2285_3973 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0031643_14_1390 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0037622_687_2363 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0056703_30_1715 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0085599_2_1642 methyl-coenzyme M reductase alpha subunit
3300034091	assembled Ga0326724_0168716_1_1275 methyl-coenzyme M reductase alpha subunit
3300035679	assembled Ga0326725_0028403_926_2614 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_1000063923 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_100099831 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_100318322 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_100732822 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_101067661 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_101870401 methyl-coenzyme M reductase alpha subunit
3300033433	assembled Ga0326726_103079761 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_1000041089 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_10000742125 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_1000221466 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_1000310569 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_1000533535 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_1001055516 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_100460663 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_100544406 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_100662484 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_100908055 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_100995572 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_101431513 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_101471831 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_101718902 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_101894252 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_102216371 methyl-coenzyme M reductase alpha subunit
3300033405	assembled Ga0326727_102765371 methyl-coenzyme M reductase alpha subunit
3300033490	assembled Ga0326760_1000001560 methyl-coenzyme M reductase alpha subunit
3300033893	assembled Ga0326768_000088_1044_2873 methyl-coenzyme M reductase alpha subunit
3300033893	assembled Ga0326768_000088_7294_9105 methyl-coenzyme M reductase alpha subunit
3300036877	assembled Ga0334795_017969_1566_3218 methyl-coenzyme M reductase alpha subunit
3300036878	assembled Ga0334796_012705_2532_4088 methyl-coenzyme M reductase alpha subunit
3300036878	assembled Ga0334796_013789_2_1420 methyl-coenzyme M reductase alpha subunit
3300038452	assembled Ga0334797_005631_2508_4184 methyl-coenzyme M reductase alpha subunit
3300036787	assembled Ga0334798_000033_150145_151821 methyl-coenzyme M reductase alpha subunit
3300036879	assembled Ga0334800_068796_169_1374 methyl-coenzyme M reductase alpha subunit
3300036880	assembled Ga0334801_005895_3061_4737 methyl-coenzyme M reductase alpha subunit
3300036880	assembled Ga0334801_062888_336_1616 methyl-coenzyme M reductase alpha subunit
3300036881	assembled Ga0334802_013757_3028_4608 methyl-coenzyme M reductase alpha subunit
3300037084	assembled Ga0334808_003758_4991_6667 methyl-coenzyme M reductase alpha subunit
3300037085	assembled Ga0334809_001426_3896_5572 methyl-coenzyme M reductase alpha subunit
3300037085	assembled Ga0334809_020051_178_1725 methyl-coenzyme M reductase alpha subunit
3300037086	assembled Ga0334812_059370_142_1533 methyl-coenzyme M reductase alpha subunit
3300036884	assembled Ga0334813_014151_1253_2905 methyl-coenzyme M reductase alpha subunit
3300036884	assembled Ga0334813_055366_1_1422 methyl-coenzyme M reductase alpha subunit
3300037087	assembled Ga0334814_006302_4178_5854 methyl-coenzyme M reductase alpha subunit
3300037089	assembled Ga0334820_000230_28870_30558 methyl-coenzyme M reductase alpha subunit
3300033798	assembled Ga0334821_002129_3134_4585 methyl-coenzyme M reductase alpha subunit
3300034070	assembled Ga0334822_013512_168_1847 methyl-coenzyme M reductase alpha subunit
3300036885	assembled Ga0334823_000733_9413_11098 methyl-coenzyme M reductase alpha subunit
3300036885	assembled Ga0334823_027831_44_1495 methyl-coenzyme M reductase alpha subunit
3300036885	assembled Ga0334823_028592_708_2159 methyl-coenzyme M reductase alpha subunit
3300036885	assembled Ga0334823_045767_2_1300 methyl-coenzyme M reductase alpha subunit
3300037090	assembled Ga0334824_011025_1086_2762 methyl-coenzyme M reductase alpha subunit
3300037090	assembled Ga0334824_014620_1336_2988 methyl-coenzyme M reductase alpha subunit
3300036886	assembled Ga0334826_000415_18618_20303 methyl-coenzyme M reductase alpha subunit
3300036887	assembled Ga0334829_004916_3287_4963 methyl-coenzyme M reductase alpha subunit
3300036888	assembled Ga0334830_000431_10751_12403 methyl-coenzyme M reductase alpha subunit
3300036888	assembled Ga0334830_014672_2_1582 methyl-coenzyme M reductase alpha subunit
3300036889	assembled Ga0334831_000746_16688_18364 methyl-coenzyme M reductase alpha subunit
3300036889	assembled Ga0334831_002569_5551_7203 methyl-coenzyme M reductase alpha subunit
3300037092	assembled Ga0334832_010437_1010_2686 methyl-coenzyme M reductase alpha subunit
3300037092	assembled Ga0334832_018210_106_1782 methyl-coenzyme M reductase alpha subunit
3300037094	assembled Ga0334836_018408_1573_3249 methyl-coenzyme M reductase alpha subunit
3300036895	assembled Ga0334838_009389_1299_2975 methyl-coenzyme M reductase alpha subunit
3300036930	assembled Ga0334841_036864_200_1915 methyl-coenzyme M reductase alpha subunit
3300036930	assembled Ga0334841_046627_624_2276 methyl-coenzyme M reductase alpha subunit
3300036930	assembled Ga0334841_096425_1_1263 methyl-coenzyme M reductase alpha subunit
3300037095	assembled Ga0334842_000893_38246_39922 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0000180_14198_15913 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0001048_5487_7139 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0002730_3950_5626 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0096626_9_1646 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0099721_17_1384 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0101537_359_1594 methyl-coenzyme M reductase alpha subunit
3300036931	assembled Ga0334845_0117853_3_1439 methyl-coenzyme M reductase alpha subunit
3300037049	assembled Ga0334846_004379_2167_3843 methyl-coenzyme M reductase alpha subunit
3300037049	assembled Ga0334846_025464_490_2286 methyl-coenzyme M reductase alpha subunit
3300033827	assembled Ga0334848_005586_1761_3212 methyl-coenzyme M reductase alpha subunit
3300036932	assembled Ga0334849_000046_5696_7372 methyl-coenzyme M reductase alpha subunit
3300036932	assembled Ga0334849_013635_15_1466 methyl-coenzyme M reductase alpha subunit
3300036932	assembled Ga0334849_043970_363_2042 methyl-coenzyme M reductase alpha subunit
3300036932	assembled Ga0334849_083838_15_1364 methyl-coenzyme M reductase alpha subunit
3300036933	assembled Ga0334864_044614_16_1668 methyl-coenzyme M reductase alpha subunit
3300036906	assembled Ga0334865_000074_102565_104241 methyl-coenzyme M reductase alpha subunit
3300036906	assembled Ga0334865_012154_1806_3458 methyl-coenzyme M reductase alpha subunit
3300037060	assembled Ga0334867_013987_3_1454 methyl-coenzyme M reductase alpha subunit
3300036907	assembled Ga0334868_006580_4316_5968 methyl-coenzyme M reductase alpha subunit
3300036907	assembled Ga0334868_007277_830_2506 methyl-coenzyme M reductase alpha subunit
3300036908	assembled Ga0334869_010500_1297_2973 methyl-coenzyme M reductase alpha subunit
3300036908	assembled Ga0334869_036399_559_2274 methyl-coenzyme M reductase alpha subunit
3300037061	assembled Ga0334870_013865_1446_2990 methyl-coenzyme M reductase alpha subunit
3300037061	assembled Ga0334870_057933_26_1282 methyl-coenzyme M reductase alpha subunit
3300050010	assembled Ga0334871_001651_1016_2668 methyl-coenzyme M reductase alpha subunit
3300036909	assembled Ga0334872_006838_2_1333 methyl-coenzyme M reductase alpha subunit
3300036909	assembled Ga0334872_022590_1497_3212 methyl-coenzyme M reductase alpha subunit
3300037099	assembled Ga0334873_009293_3603_5318 methyl-coenzyme M reductase alpha subunit
3300037099	assembled Ga0334873_028386_631_2283 methyl-coenzyme M reductase alpha subunit
3300036912	assembled Ga0334876_007363_15_1466 methyl-coenzyme M reductase alpha subunit
3300036912	assembled Ga0334876_011113_15_1466 methyl-coenzyme M reductase alpha subunit
3300036912	assembled Ga0334876_023544_376_2055 methyl-coenzyme M reductase alpha subunit
3300036929	assembled Ga0334880_009071_1314_2993 methyl-coenzyme M reductase alpha subunit
3300037062	assembled Ga0334881_000260_27936_29624 methyl-coenzyme M reductase alpha subunit
3300037062	assembled Ga0334881_004648_2353_4029 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_1000001339 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100002985 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100032947 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100034775 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100043631 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100051627 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100054551 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10005858 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100149420 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10021177 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10028732 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10030456 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_100309521 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10036829 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10068916 methyl-coenzyme M reductase alpha subunit
3300033174	assembled Ga0334882_10541801 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_1000090160 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_100066027 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_100087842 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_100108031 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_100170328 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_100191623 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_100196220 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10033018 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10035045 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10073979 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10079863 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10212192 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10239951 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10445282 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10446372 methyl-coenzyme M reductase alpha subunit
3300033177	assembled Ga0334883_10492761 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100046969 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10010429 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100125745 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100143420 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100171110 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100201220 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100216110 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10024424 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100252916 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_100254415 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10037305 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10042709 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10046798 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10094753 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10119884 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10207101 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10218732 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10565141 methyl-coenzyme M reductase alpha subunit
3300033170	assembled Ga0334884_10593111 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100036272 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100070127 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100078819 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100099335 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100134114 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100291714 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10030701 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100343513 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_100487211 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10055136 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10068015 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10068031 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10081675 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10087196 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10264773 methyl-coenzyme M reductase alpha subunit
3300033178	assembled Ga0334885_10535411 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_1000065152 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100017078 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10003844 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100071818 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100098835 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100145920 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100146923 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10019265 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10034528 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100350614 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10040385 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_100497213 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10074154 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10098284 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10150244 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10275982 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10309912 methyl-coenzyme M reductase alpha subunit
3300033176	assembled Ga0334886_10598701 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_100007035 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_100073619 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_100169620 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10019148 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_100226921 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10039282 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10042027 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_100458614 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10046471 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_100520510 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10107474 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10148204 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10177534 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10195532 methyl-coenzyme M reductase alpha subunit
3300033169	assembled Ga0334887_10411032 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100008235 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100056851 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10006128 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100078118 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100089531 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100166020 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10023851 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100273920 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_100309810 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10043359 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10069686 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10095541 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10110814 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10167341 methyl-coenzyme M reductase alpha subunit
3300033172	assembled Ga0334888_10183874 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100005420 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100069013 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10010949 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100114019 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100132818 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100136426 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100171020 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_100454514 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10053572 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10074075 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10076637 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10107984 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10147755 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10344152 methyl-coenzyme M reductase alpha subunit
3300033173	assembled Ga0334889_10382981 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100007420 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100050272 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100108445 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10013089 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100172017 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100173220 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100261112 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_100269020 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10100992 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10111354 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10119744 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10129314 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10144122 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10156021 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10237892 methyl-coenzyme M reductase alpha subunit
3300033175	assembled Ga0334890_10439031 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_000378_6921_8600 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_000437_37658_39337 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_001186_16069_17748 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_001389_15669_17324 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_001711_10164_11816 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_002805_5976_7628 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_003949_282_1988 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_004824_3_1205 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_006050_6280_7932 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_010163_1_1545 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_011802_2_1612 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_013743_1_1515 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_020554_1704_3080 methyl-coenzyme M reductase alpha subunit
3300034686	assembled Ga0334891_037656_15_1340 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_1000001192 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_1000003400 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_100025647 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_100026910 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_100036527 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10004139 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_100098720 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_100235713 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10025229 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10049305 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10068442 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10133832 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10366011 methyl-coenzyme M reductase alpha subunit
3300033165	assembled Ga0334892_10491211 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_1000001192 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_1000004398 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_100028847 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_100030175 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_100041227 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10004628 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10005692 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_100114011 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10014469 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10056964 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10206812 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10214311 methyl-coenzyme M reductase alpha subunit
3300033161	assembled Ga0334893_10234721 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_10000011119 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_1000002339 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_100024875 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_100034841 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_100036913 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_10003978 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_100050624 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_100096811 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_10021382 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_10049382 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_10073311 methyl-coenzyme M reductase alpha subunit
3300033164	assembled Ga0334894_10214012 methyl-coenzyme M reductase alpha subunit
