Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID
3300029786 assembled Ga0243817_10080405,Ga0243817_10080405,methyl-coenzyme M reductase alpha subunit,3300029786,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 046_3_12_stool_1 (*) (MER-FS) (assembled)",1,Ga0243817_1008040
3300029788 assembled Ga0243743_10068635,Ga0243743_10068635,methyl-coenzyme M reductase alpha subunit,3300029788,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 027_10_28_stool_2 (*) (MER-FS) (assembled)",1,Ga0243743_1006863
3300029790 assembled Ga0242825_100020721,Ga0242825_100020721,methyl-coenzyme M reductase alpha subunit,3300029790,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 015_6_4_stool_1 (*) (MER-FS) (assembled)",1,Ga0242825_1000207
3300029791 assembled Ga0243849_1000001104,Ga0243849_1000001104,methyl-coenzyme M reductase alpha subunit,3300029791,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 053_3_11_stool_1 (*) (MER-FS) (assembled)",1,Ga0243849_1000001
3300029793 assembled Ga0243738_100008724,Ga0243738_100008724,methyl-coenzyme M reductase alpha subunit,3300029793,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 026_10_31_stool_1 (*) (MER-FS) (assembled)",1,Ga0243738_1000087
3300029794 assembled Ga0243854_100117613,Ga0243854_100117613,methyl-coenzyme M reductase alpha subunit,3300029794,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 053_3_14_stool_2 (*) (MER-FS) (assembled)",1,Ga0243854_1001176
3300029795 assembled Ga0243742_100014222,Ga0243742_100014222,methyl-coenzyme M reductase alpha subunit,3300029795,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 027_10_28_stool_1 (*) (MER-FS) (assembled)",1,Ga0243742_1000142
3300029797 assembled Ga0243129_10066554,Ga0243129_10066554,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1006655
3300029797 assembled Ga0243129_10013431,Ga0243129_10013431,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1001343
3300029797 assembled Ga0243129_10189522,Ga0243129_10189522,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1018952
3300029797 assembled Ga0243129_10109232,Ga0243129_10109232,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1010923
3300029797 assembled Ga0243129_10173171,Ga0243129_10173171,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1017317
3300029797 assembled Ga0243129_10012341,Ga0243129_10012341,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1001234
3300029797 assembled Ga0243129_10057451,Ga0243129_10057451,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1005745
3300029797 assembled Ga0243129_10073634,Ga0243129_10073634,methyl-coenzyme M reductase alpha subunit,3300029797,"Sediment microbial communities from Yellow Sea, Weihai, China - HGD.2 (*) (MER-FS) (assembled)",1,Ga0243129_1007363
3300029798 assembled Ga0239581_100115519,Ga0239581_100115519,methyl-coenzyme M reductase alpha subunit,3300029798,"Freshwater lake microbial communities from Alinen Mustajarvi, Finland - AM11 (*) (MER-FS) (assembled)",1,Ga0239581_1001155
3300029812 assembled Ga0311295_11755802,Ga0311295_11755802,methyl-coenzyme M reductase alpha subunit,3300029812,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 2 Core 4 (*) (MER-FS) (assembled)",1,Ga0311295_1175580
3300029812 assembled Ga0311295_12023781,Ga0311295_12023781,methyl-coenzyme M reductase alpha subunit,3300029812,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 2 Core 4 (*) (MER-FS) (assembled)",1,Ga0311295_1202378
3300029812 assembled Ga0311295_15033322,Ga0311295_15033322,methyl-coenzyme M reductase alpha subunit,3300029812,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 2 Core 4 (*) (MER-FS) (assembled)",1,Ga0311295_1503332
3300029812 assembled Ga0311295_14049471,Ga0311295_14049471,methyl-coenzyme M reductase alpha subunit,3300029812,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 2 Core 4 (*) (MER-FS) (assembled)",1,Ga0311295_1404947
3300029813 assembled Ga0311296_13062192,Ga0311296_13062192,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1306219
3300029813 assembled Ga0311296_16997732,Ga0311296_16997732,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1699773
3300029813 assembled Ga0311296_12018602,Ga0311296_12018602,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1201860
3300029813 assembled Ga0311296_14171451,Ga0311296_14171451,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1417145
3300029813 assembled Ga0311296_11006381,Ga0311296_11006381,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1100638
3300029813 assembled Ga0311296_11985142,Ga0311296_11985142,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1198514
3300029813 assembled Ga0311296_14592391,Ga0311296_14592391,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1459239
3300029813 assembled Ga0311296_14397161,Ga0311296_14397161,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,Ga0311296_1439716
3300029817 assembled Ga0247275_10000204,Ga0247275_10000204,methyl-coenzyme M reductase alpha subunit,3300029817,"Soil microbial communities from Marcell Experimental Forest, Minnesota, USA - Bog25 (*) (MER-FS) (assembled)",1,Ga0247275_1000020
3300029818 assembled Ga0246095_1011828,Ga0246095_1011828,methyl-coenzyme M reductase alpha subunit,3300029818,"Groundwater microbial communities from Horonobe Underground Research Laboratory (URL), Japan - horonobe_ig2699 (*) (MER-FS) (assembled)",1,Ga0246095_101182
3300029821 assembled Ga0246092_100111923,Ga0246092_100111923,methyl-coenzyme M reductase alpha subunit,3300029821,"Groundwater microbial communities from Horonobe Underground Research Laboratory (URL), Japan - horonobe_ig3392 (*) (MER-FS) (assembled)",1,Ga0246092_1001119
3300029821 assembled Ga0246092_1000013555,Ga0246092_1000013555,methyl-coenzyme M reductase alpha subunit,3300029821,"Groundwater microbial communities from Horonobe Underground Research Laboratory (URL), Japan - horonobe_ig3392 (*) (MER-FS) (assembled)",1,Ga0246092_1000013
3300029822 assembled Ga0134854_100139221,Ga0134854_100139221,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1001392
3300029822 assembled Ga0134854_1000004298,Ga0134854_1000004298,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1000004
3300029822 assembled Ga0134854_10022167,Ga0134854_10022167,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1002216
3300029822 assembled Ga0134854_100026744,Ga0134854_100026744,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1000267
3300029822 assembled Ga0134854_100062510,Ga0134854_100062510,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1000625
3300029822 assembled Ga0134854_10085592,Ga0134854_10085592,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1008559
3300029822 assembled Ga0134854_100006290,Ga0134854_100006290,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1000062
3300029822 assembled Ga0134854_100002378,Ga0134854_100002378,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1000023
3300029822 assembled Ga0134854_10013873,Ga0134854_10013873,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1001387
3300029822 assembled Ga0134854_10023181,Ga0134854_10023181,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,Ga0134854_1002318
3300029823 assembled Ga0134844_10091216,Ga0134844_10091216,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_100912
3300029823 assembled Ga0134844_10257210,Ga0134844_10257210,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_102572
3300029823 assembled Ga0134844_10004520,Ga0134844_10004520,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_100045
3300029823 assembled Ga0134844_1110271,Ga0134844_1110271,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_111027
3300029823 assembled Ga0134844_1047451,Ga0134844_1047451,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_104745
3300029823 assembled Ga0134844_100082112,Ga0134844_100082112,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_100082
3300029823 assembled Ga0134844_10118314,Ga0134844_10118314,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_101183
3300029823 assembled Ga0134844_100020174,Ga0134844_100020174,methyl-coenzyme M reductase alpha subunit,3300029823,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-4-2-220-M (*) (MER-FS) (assembled)",1,Ga0134844_100020
3300029824 assembled Ga0134852_1000909,Ga0134852_1000909,methyl-coenzyme M reductase alpha subunit,3300029824,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-1-30-B (*) (MER-FS) (assembled)",1,Ga0134852_100090
3300029825 assembled Ga0134835_100030075,Ga0134835_100030075,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1000300
3300029825 assembled Ga0134835_100204712,Ga0134835_100204712,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1002047
3300029825 assembled Ga0134835_100027951,Ga0134835_100027951,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1000279
3300029825 assembled Ga0134835_100003072,Ga0134835_100003072,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1000030
3300029825 assembled Ga0134835_100427910,Ga0134835_100427910,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1004279
3300029825 assembled Ga0134835_100137736,Ga0134835_100137736,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1001377
3300029825 assembled Ga0134835_100003044,Ga0134835_100003044,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1000030
3300029825 assembled Ga0134835_10034009,Ga0134835_10034009,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1003400
3300029825 assembled Ga0134835_100111611,Ga0134835_100111611,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1001116
3300029825 assembled Ga0134835_100052522,Ga0134835_100052522,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1000525
3300029825 assembled Ga0134835_10078275,Ga0134835_10078275,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1007827
3300029825 assembled Ga0134835_100034637,Ga0134835_100034637,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,Ga0134835_1000346
3300029840 assembled Ga0245268_100041159,Ga0245268_100041159,methyl-coenzyme M reductase alpha subunit,3300029840,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35505 (*) (MER-FS) (assembled)",1,Ga0245268_100041
3300029843 assembled Ga0245274_10021020,Ga0245274_10021020,methyl-coenzyme M reductase alpha subunit,3300029843,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - Stool sample from british twins (*) (MER-FS) (assembled)",1,Ga0245274_100210
3300029843 assembled Ga0245274_100025183,Ga0245274_100025183,methyl-coenzyme M reductase alpha subunit,3300029843,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - Stool sample from british twins (*) (MER-FS) (assembled)",1,Ga0245274_100025
3300029845 assembled Ga0245277_100008660,Ga0245277_100008660,methyl-coenzyme M reductase alpha subunit,3300029845,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35990 (*) (MER-FS) (assembled)",1,Ga0245277_1000086
3300029846 assembled Ga0245279_100046140,Ga0245279_100046140,methyl-coenzyme M reductase alpha subunit,3300029846,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36012 (*) (MER-FS) (assembled)",1,Ga0245279_100046
3300029847 assembled Ga0245281_100027182,Ga0245281_100027182,methyl-coenzyme M reductase alpha subunit,3300029847,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36055 (*) (MER-FS) (assembled)",1,Ga0245281_100027
3300029851 assembled Ga0245290_10002920,Ga0245290_10002920,methyl-coenzyme M reductase alpha subunit,3300029851,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37201 (*) (MER-FS) (assembled)",1,Ga0245290_100029
3300029852 assembled Ga0245291_10008756,Ga0245291_10008756,methyl-coenzyme M reductase alpha subunit,3300029852,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37208R1 (*) (MER-FS) (assembled)",1,Ga0245291_100087
3300029853 assembled Ga0245292_100028195,Ga0245292_100028195,methyl-coenzyme M reductase alpha subunit,3300029853,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37209 (*) (MER-FS) (assembled)",1,Ga0245292_100028
3300029857 assembled Ga0245297_1000001403,Ga0245297_1000001403,methyl-coenzyme M reductase alpha subunit,3300029857,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37292 (*) (MER-FS) (assembled)",1,Ga0245297_1000001
3300029860 assembled Ga0245305_100029369,Ga0245305_100029369,methyl-coenzyme M reductase alpha subunit,3300029860,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37337 (*) (MER-FS) (assembled)",1,Ga0245305_1000293
3300029871 assembled Ga0245314_10176414,Ga0245314_10176414,methyl-coenzyme M reductase alpha subunit,3300029871,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37545 (*) (MER-FS) (assembled)",1,Ga0245314_101764
3300029874 assembled Ga0245322_10001031,Ga0245322_10001031,methyl-coenzyme M reductase alpha subunit,3300029874,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37753 (*) (MER-FS) (assembled)",1,Ga0245322_100010
3300029875 assembled Ga0245324_1011618,Ga0245324_1011618,methyl-coenzyme M reductase alpha subunit,3300029875,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37829 (*) (MER-FS) (assembled)",1,Ga0245324_101161
3300029881 assembled Ga0245307_1000175104,Ga0245307_1000175104,methyl-coenzyme M reductase alpha subunit,3300029881,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37349 (*) (MER-FS) (assembled)",1,Ga0245307_1000175
3300029885 assembled Ga0245329_10011099,Ga0245329_10011099,methyl-coenzyme M reductase alpha subunit,3300029885,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35707 (*) (MER-FS) (assembled)",1,Ga0245329_100110
3300029887 assembled Ga0245331_1000009397,Ga0245331_1000009397,methyl-coenzyme M reductase alpha subunit,3300029887,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35999 (*) (MER-FS) (assembled)",1,Ga0245331_1000009
3300029889 assembled Ga0246001_10024644,Ga0246001_10024644,methyl-coenzyme M reductase alpha subunit,3300029889,"Peat microbial communities from Marcell Experimental Forest bog in Minnesota, USA - MG_T3F_30cm (*) (MER-FS) (assembled)",1,Ga0246001_1002464
3300029892 assembled Ga0246235_10036414,Ga0246235_10036414,methyl-coenzyme M reductase alpha subunit,3300029892,"Fracture fluid microbial communities from borehole on the 26 level of Beatrix Gold Mine, Welkom, South Africa - Be326_2011_MF (*) (MER-FS) (assembled)",1,Ga0246235_100364
3300029893 assembled Ga0246236_10109132,Ga0246236_10109132,methyl-coenzyme M reductase alpha subunit,3300029893,"Fracture fluid microbial communities from borehole on the 26 level of Beatrix Gold Mine, Welkom, South Africa - Be326_2012_MF (*) (MER-FS) (assembled)",1,Ga0246236_1010913
3300029893 assembled Ga0246236_100032124,Ga0246236_100032124,methyl-coenzyme M reductase alpha subunit,3300029893,"Fracture fluid microbial communities from borehole on the 26 level of Beatrix Gold Mine, Welkom, South Africa - Be326_2012_MF (*) (MER-FS) (assembled)",1,Ga0246236_1000321
3300029905 assembled Ga0247327_1000002133,Ga0247327_1000002133,methyl-coenzyme M reductase alpha subunit,3300029905,"Fecal microbial communities from Fat line chicken in Harbin, China - MGJ17 (*) (MER-FS) (assembled)",1,Ga0247327_1000002
3300029928 assembled Ga0116643_100029123,Ga0116643_100029123,methyl-coenzyme M reductase alpha subunit,3300029928,Baboon gut microbial communities from fecal samples in Kenya - M03 (*) (MER-FS) (assembled),1,Ga0116643_1000291
3300029942 assembled Ga0168096_100107814,Ga0168096_100107814,methyl-coenzyme M reductase alpha subunit,3300029942,Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP8 - Uppsala-digested 109 (*) (MER-FS) (assembled),1,Ga0168096_1001078
3300029942 assembled Ga0168096_100030416,Ga0168096_100030416,methyl-coenzyme M reductase alpha subunit,3300029942,Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP8 - Uppsala-digested 109 (*) (MER-FS) (assembled),1,Ga0168096_1000304
3300029942 assembled Ga0168096_10218071,Ga0168096_10218071,methyl-coenzyme M reductase alpha subunit,3300029942,Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP8 - Uppsala-digested 109 (*) (MER-FS) (assembled),1,Ga0168096_1021807
3300029977 assembled Ga0272449_100009867,Ga0272449_100009867,methyl-coenzyme M reductase alpha subunit,3300029977,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-024-1 (*) (MER-FS) (assembled)",1,Ga0272449_1000098
3300029977 assembled Ga0272449_10072018,Ga0272449_10072018,methyl-coenzyme M reductase alpha subunit,3300029977,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-024-1 (*) (MER-FS) (assembled)",1,Ga0272449_1007201
3300029981 assembled Ga0302293_100132502,Ga0302293_100132502,methyl-coenzyme M reductase alpha subunit,3300029981,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Fen_N2_2 (*) (MER-FS) (assembled)",1,Ga0302293_10013250
3300030032 assembled Ga0245332_10004377,Ga0245332_10004377,methyl-coenzyme M reductase alpha subunit,3300030032,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36000 (*) (MER-FS) (assembled)",1,Ga0245332_100043
3300030047 assembled Ga0302286_100661862,Ga0302286_100661862,methyl-coenzyme M reductase alpha subunit,3300030047,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Fen_E2_3 (*) (MER-FS) (assembled)",1,Ga0302286_10066186
3300030055 assembled Ga0302173_100021106,Ga0302173_100021106,methyl-coenzyme M reductase alpha subunit,3300030055,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - I_Fen_N3_1 (*) (MER-FS) (assembled)",1,Ga0302173_10002110
3300030055 assembled Ga0302173_100290551,Ga0302173_100290551,methyl-coenzyme M reductase alpha subunit,3300030055,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - I_Fen_N3_1 (*) (MER-FS) (assembled)",1,Ga0302173_10029055
3300030230 assembled Ga0302207_10272251,Ga0302207_10272251,methyl-coenzyme M reductase alpha subunit,3300030230,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Fen_E2_2 (*) (MER-FS) (assembled)",1,Ga0302207_1027225
3300030230 assembled Ga0302207_10075054,Ga0302207_10075054,methyl-coenzyme M reductase alpha subunit,3300030230,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Fen_E2_2 (*) (MER-FS) (assembled)",1,Ga0302207_1007505
3300030309 assembled Ga0238548_1011891,Ga0238548_1011891,methyl-coenzyme M reductase alpha subunit,3300030309,"Human feces microbial communities from adenoma patient in Toronto, Canada - MG100192 (*) (MER-FS) (assembled)",1,Ga0238548_101189
3300030313 assembled Ga0238560_1032381,Ga0238560_1032381,methyl-coenzyme M reductase alpha subunit,3300030313,"Human feces microbial communities from adenoma patient in Toronto, Canada - MG100206 (*) (MER-FS) (assembled)",1,Ga0238560_103238
3300030373 assembled Ga0134312_1019531,Ga0134312_1019531,methyl-coenzyme M reductase alpha subunit,3300030373,Well water microbial communities from Bangladesh - BaraHaldiaGW0709 (*) (MER-FS) (assembled),1,Ga0134312_101953
3300030373 assembled Ga0134312_1010544,Ga0134312_1010544,methyl-coenzyme M reductase alpha subunit,3300030373,Well water microbial communities from Bangladesh - BaraHaldiaGW0709 (*) (MER-FS) (assembled),1,Ga0134312_101054
3300030381 assembled Ga0167499_100200218,Ga0167499_100200218,methyl-coenzyme M reductase alpha subunit,3300030381,Human fecal microbial communities from Rheumatoid Arthritis patients in China - SZAXPI021307-94 (*) (MER-FS) (assembled),1,Ga0167499_1002002
3300030384 assembled Ga0168100_100017357,Ga0168100_100017357,methyl-coenzyme M reductase alpha subunit,3300030384,Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP60 - Kappala-digested 216 (*) (MER-FS) (assembled),1,Ga0168100_1000173
3300030384 assembled Ga0168100_1000001289,Ga0168100_1000001289,methyl-coenzyme M reductase alpha subunit,3300030384,Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP60 - Kappala-digested 216 (*) (MER-FS) (assembled),1,Ga0168100_1000001
3300030394 assembled Ga0246690_10017985,Ga0246690_10017985,methyl-coenzyme M reductase alpha subunit,3300030394,Activated sludge microbial communities from mesophilic anaerobic reactor in Belgium - LL_1 (*) (MER-FS) (assembled),1,Ga0246690_1001798
3300030394 assembled Ga0246690_10153151,Ga0246690_10153151,methyl-coenzyme M reductase alpha subunit,3300030394,Activated sludge microbial communities from mesophilic anaerobic reactor in Belgium - LL_1 (*) (MER-FS) (assembled),1,Ga0246690_1015315
3300030437 assembled Ga0188687_1001789,Ga0188687_1001789,methyl-coenzyme M reductase alpha subunit,3300030437,"Mediterranean forest soil microbial communities from Voltri Massif, Liguria, Italy - LIG_BR2_2012 (*) (MER-FS) (assembled)",1,Ga0188687_100178
3300030446 assembled Ga0169454_1029459,Ga0169454_1029459,methyl-coenzyme M reductase alpha subunit,3300030446,"Synthetic microbial communities for library methods comparison from University of Liverpool, United Kingdom - Mg63 (*) (MER-FS) (assembled)",1,Ga0169454_102945
3300030446 assembled Ga0169454_1024742,Ga0169454_1024742,methyl-coenzyme M reductase alpha subunit,3300030446,"Synthetic microbial communities for library methods comparison from University of Liverpool, United Kingdom - Mg63 (*) (MER-FS) (assembled)",1,Ga0169454_102474
3300030446 assembled Ga0169454_1062233,Ga0169454_1062233,methyl-coenzyme M reductase alpha subunit,3300030446,"Synthetic microbial communities for library methods comparison from University of Liverpool, United Kingdom - Mg63 (*) (MER-FS) (assembled)",1,Ga0169454_106223
3300030449 assembled Ga0169475_10007304,Ga0169475_10007304,methyl-coenzyme M reductase alpha subunit,3300030449,Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP27 - Henriksdal-digested 139 (*) (MER-FS) (assembled),1,Ga0169475_1000730
