,,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity,Genome Size  * assembled,Gene Count  * assembled
1420,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G14_18",DOE Joint Genome Institute  (JGI),3300032020,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,1392320744,2850151
1421,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Alkaline soil microbial communities from Cabeco de Vide, Portugal - POR_AC3_2013 re-assembly",Marine Biological Laboratory,3300032021,Environmental,Terrestrial,Soil,Unclassified,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Alkaline soil,,,,,90320682,219097
1422,,*Microbiome,Finished,"Cave microbial communities from biofilms and mineral spring water, Bavaria, Germany","Wall biofilm microbial communities from Sulzbrunn cave, Bavaria, Germany - submersed biofilm",The Keck Facility at the Josephine Bay Paul Center,3300032024,Environmental,Terrestrial,Cave,Wall,Biofilm,"Cave microbial communities from biofilms and mineral spring water, Bavaria, Germany",,,,,,,,,Illumina NextSeq,Level 6: Finished,Complete,Metagenome,Environmental,Terrestrial,Wall,Cave,Biofilm,cave wall biofilm,,,7.5,,606015517,1379381
1423,,*Microbiome,Permanent Draft,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations","Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1728 DNA GHGlow gp2 (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300032030,Host-associated,Mammals,Digestive system,Stomach,Rumen,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations",,,,,,,,,"Illumina HiSeq 2500-1TB, Illumina NovaSeq",Level 1: Standard Draft,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,rumen,,,,,3426869387,6550227
1424,,*Microbiome,Permanent Draft,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations","Bovine rumen microbial communities from UC Davis, California, United States - 1_2617_0518",DOE Joint Genome Institute  (JGI),3300032038,Host-associated,Mammals,Digestive system,Stomach,Rumen,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,rumen,,,,,2338251921,4936823
1425,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G11_40",DOE Joint Genome Institute  (JGI),3300032046,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,3047306776,5804162
1426,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G09_16",DOE Joint Genome Institute  (JGI),3300032053,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,4718691099,9757974
1427,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G07_20",DOE Joint Genome Institute  (JGI),3300032069,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,1758081207,2927259
1428,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G06_20",DOE Joint Genome Institute  (JGI),3300032070,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,1886052505,3366970
1429,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Fracture brine microbial communities fom Vermilion Range, Minnesota, USA - DDH944 re-assembly",The Marine Biological Laboratory,3300032096,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Fracking water,Deep subsurface,Unclassified,Fracture brine,,,,,55396148,104173
1430,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Fracture brine microbial communities fom Vermilion Range, Minnesota, USA - DDH951 re-assembly",The Marine Biological Laboratory,3300032098,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Fracking water,Deep subsurface,Unclassified,Fracture brine,,,,,62204128,127958
1431,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,Alkaline spring water microbial communities from Santa Elena Complex in Costa Rica - Spring9 re-assembly,The Marine Biological Laboratory,3300032103,Environmental,Aquatic,Non-marine Saline and Alkaline,Alkaline,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,Unclassified,water,,,,,616485984,1515482
1432,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Fracture water microbial communities from Death valley, California, USA - BLM_1 re-assembly",The Marine Biological Laboratory,3300032111,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Fracking water,Deep subsurface,Unclassified,Fracture water,,,,,78960508,178072
1433,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Marine sediment microbial communities from the Haakon Mosby mud volcano in the Barents Sea, Arctic Ocean - MSM16_2_809_1_MUC re-assembly",The Marine Biological Laboratory,3300032113,Environmental,Aquatic,Marine,Mud volcano,Sediment,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Mud volcano,Marine,Sediment,Sediment,,,,,1346478983,4062422
1434,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G05_15",DOE Joint Genome Institute  (JGI),3300032118,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,3543840717,7092621
1435,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G13_0",DOE Joint Genome Institute  (JGI),3300032143,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,2959627050,6605117
1436,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G14_0",DOE Joint Genome Institute  (JGI),3300032156,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,3969884390,8556390
1437,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G07_0",DOE Joint Genome Institute  (JGI),3300032163,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,4373222770,9143118
1438,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G09_0",DOE Joint Genome Institute  (JGI),3300032164,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,4355370940,9390125
1439,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Hydrothermal vent fluid microbial communities from Atlantic Lost City Hydrothermal Field, Atlantic Ocean - LC_HO8_2_2 re-assembly",Marine Biological Laboratory,3300032176,Environmental,Aquatic,Marine,Hydrothermal vents,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Unclassified,Hydrothermal vent fluid,,,,,255018991,622963
1440,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G05_0",DOE Joint Genome Institute  (JGI),3300032177,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,4669447108,10291699
1441,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Hydrothermal vent fluid microbial communities from Atlantic Lost City Hydrothermal Field, Atlantic Ocean - LC_3862_1325 re-assembly",Marine Biological Laboratory,3300032191,Environmental,Aquatic,Marine,Hydrothermal vents,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Unclassified,Hydrothermal vent fluid,,,,,215561738,511632
1442,,*Microbiome,Permanent Draft,Microbial communities from the deep biosphere,"Fracture water microbial communities from Au mines near Welkom, South Africa - MM51940FW200712 re-assembly",The Marine Biological Laboratory,3300032192,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,Microbial communities from the deep biosphere,,,,,,,,,Illumina HiSeq 1000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Fracking water,Deep subsurface,Unclassified,Fracture water,,,,,55244366,119630
1443,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G10_0",DOE Joint Genome Institute  (JGI),3300032342,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,3999085643,8416839
1444,,*Microbiome,Permanent Draft,STAs constructed wetland biome,"Wetland sediment microbial communities from Everglades, Florida, USA - STA55-Sample05_1 Combine5",University of Florida,3300032362,Environmental,Aquatic,Freshwater,Wetlands,Sediment,STAs constructed wetland biome,,,,,,,,,Illumina NextSeq 500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Wetlands,Freshwater,Sediment,sediment,,,6.6-8.4,,200752869,267412
1445,,*Microbiome,Permanent Draft,STAs constructed wetland biome,"Wetland sediment microbial communities from Everglades, Florida, USA - STA79-Sample07_1 Combine7",University of Florida,3300032369,Environmental,Aquatic,Freshwater,Wetlands,Sediment,STAs constructed wetland biome,,,,,,,,,Illumina NextSeq 500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Wetlands,Freshwater,Sediment,sediment,,,6.6-8.4,,108307475,153893
1446,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G11_0",DOE Joint Genome Institute  (JGI),3300032397,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,5196582761,11215263
1447,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G03_0",DOE Joint Genome Institute  (JGI),3300032401,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,4943227755,10746663
1448,,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G02_0",DOE Joint Genome Institute  (JGI),3300032516,Environmental,Aquatic,Freshwater,Lake,Sediment,Extremophilic microbial mat communities from USA and Mexico,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,,5868570844,12301179
1449,,*Microbiome,Permanent Draft,"Microbial communities from Trout Bog Lake Hypolimnion, Wisconsin, USA","Freshwater microbial communities from Trout Bog Lake, Wisconsin, USA - TBH18023",DOE Joint Genome Institute  (JGI),3300032676,Environmental,Aquatic,Freshwater,Lake,Hypolimnion,"Microbial communities from Trout Bog Lake Hypolimnion, Wisconsin, USA",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Hypolimnion/Profundal zone,Freshwater,,,,,768047594,1434006
1450,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_4.5",DOE Joint Genome Institute  (JGI),3300032770,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,4932582316,9940914
1451,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_3.3",DOE Joint Genome Institute  (JGI),3300032783,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,4170196248,8466338
1452,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Boreal Shield Ecozone, Canada - top sediment 06-126",Genome Quebec,3300032795,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Sediment,,,,,726553820,1650657
1453,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Atlantic Highlands, Canada - top sediment 17-054",Genome Quebec,3300032796,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Sediment,,,,,478139099,1186505
1454,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Atlantic Highlands Ecozone, Canada - bottom sediment 17-054",Genome Quebec,3300032797,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Sediment,,,,,770857708,1682028
1455,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Atlantic Highlands Ecozone, Canada - top sediment 17-067",Genome Quebec,3300032798,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Sediment,,,,,340610349,878904
1456,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_3.2",DOE Joint Genome Institute  (JGI),3300032805,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,5047424943,9749626
1457,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_3.4",DOE Joint Genome Institute  (JGI),3300032828,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,4258166001,8882385
1458,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_1.3",DOE Joint Genome Institute  (JGI),3300032829,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,3852611170,8094700
1459,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Boreal Shield Ecozone, Canada - bottom sediment 06-126",Genome Quebec,3300032883,Environmental,Aquatic,Sediment,Unclassified,Unclassified,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Unclassified,Sediment,Unclassified,Sediment,,,,,1281090818,2508466
1460,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Mixedwood Plains Ecozone, Canada - top sediment 08-148",Genome Quebec,3300032884,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Sediment,,,,,415806597,966222
1461,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_3.5",DOE Joint Genome Institute  (JGI),3300032892,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,5072719757,9772459
1462,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_1.1",DOE Joint Genome Institute  (JGI),3300032893,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,5071458400,10479985
1463,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_1.5",DOE Joint Genome Institute  (JGI),3300032897,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,3737025497,7803687
1464,,*Microbiome,Permanent Draft,Lake microbial communities from Canada,"Sediment microbial communities from the Mixedwood Plains Ecozone, Canada - bottom sediment 08-148",Genome Quebec,3300032931,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake microbial communities from Canada,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Sediment,,,,,637015268,1486443
1465,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_4.4",DOE Joint Genome Institute  (JGI),3300033004,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,4288519697,9222409
1466,,*Microbiome,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_2.2",DOE Joint Genome Institute  (JGI),3300033134,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,3931723015,7352040
1467,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 10-12 cm",Michigan State University,3300033141,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1307500421,1418823
1468,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 0-2 cm",Michigan State University,3300033142,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1250093956,1438288
1469,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 4-6 cm",Michigan State University,3300033143,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1556713121,1793470
1470,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Aceto Balsamico, Core 4573-23, AB, 6-9 cm",Michigan State University,3300033144,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1088340436,1269036
1471,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Aceto Balsamico, Core 4573-23, AB, 30-33 cm",Michigan State University,3300033145,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,731094058,842652
1472,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor microbial mat communities from Guaymas Basin, Gulf of California, Mexico - WB_1",Michigan State University,3300033146,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,marine sediment,,,,,888975748,919204
1473,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 8-10 cm",Michigan State University,3300033148,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1495525541,1678496
1474,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 14-16 cm",Michigan State University,3300033150,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,988959530,1070433
